month,BRK_ret,rf,mktrf,smb,hml,mom,,,Variable descriptions:,
01/07/2017,0.031747,0.0007,0.0187,-0.0147,-0.0036,0.0166,,,,
01/08/2017,0.03297,0.0009,0.0016,-0.0162,-0.0219,0.0355,,,,
01/09/2017,0.01212,0.0009,0.0251,0.0447,0.0314,-0.0118,,,,
01/10/2017,0.020856,0.0009,0.0225,-0.0195,0.0012,0.043,,,,
01/11/2017,0.039327,0.0008,0.0312,-0.0058,-0.0009,-0.0071,,,,
01/12/2017,0.020926,0.0009,0.0106,-0.0129,0.0017,-0.0163,,,,
01/01/2018,0.08661,0.0011,0.0558,-0.0309,-0.0132,0.0394,,,,
01/02/2018,-0.040588,0.0011,-0.0365,0.003,-0.0101,0.0397,,,,
01/03/2018,-0.035939,0.0012,-0.0235,0.0405,-0.0012,-0.0128,,,,
01/04/2018,-0.028251,0.0014,0.0029,0.0113,0.005,0.0027,,,,
01/05/2018,-0.01187,0.0014,0.0265,0.0528,-0.0315,0.038,,,,
01/06/2018,-0.017967,0.0014,0.0048,0.0119,-0.0231,-0.0238,,,,
01/07/2018,0.069175,0.0016,0.0319,-0.0221,0.0057,-0.0167,,,,
01/08/2018,0.047256,0.0016,0.0344,0.0115,-0.0392,0.0522,,,,
01/09/2018,0.0133,0.0015,0.0006,-0.0228,-0.0163,-0.0006,,,,
01/10/2018,-0.038422,0.0019,-0.0768,-0.0478,0.0346,-0.0184,,,,
01/11/2018,0.059456,0.0018,0.0169,-0.0071,0.0034,-0.0133,,,,
01/12/2018,-0.06135,0.0019,-0.0955,-0.0248,-0.0189,0.0185,,,,
01/01/2019,0.017974,0.0021,0.0841,0.0289,-0.0046,-0.0865,,,,
01/02/2019,-0.029856,0.0018,0.034,0.0212,-0.0271,0.0086,,,,
01/03/2019,-0.003259,0.0019,0.011,-0.0305,-0.0419,0.0214,,,,
01/04/2019,0.079229,0.0021,0.0396,-0.0175,0.0202,-0.0255,,,,
01/05/2019,-0.086194,0.0021,-0.0694,-0.0118,-0.0228,0.076,,,,
01/06/2019,0.071669,0.0018,0.0693,0.0022,-0.0079,-0.0214,,,,
01/07/2019,-0.030419,0.0019,0.0119,-0.0208,0.0034,0.0272,,,,
01/08/2019,-0.018104,0.0016,-0.0258,-0.024,-0.0485,0.0764,,,,
01/09/2019,0.028884,0.0018,0.0143,-0.0105,0.0677,-0.0685,,,,
01/10/2019,0.022791,0.0015,0.0206,0.0024,-0.0188,0.0029,,,,
01/11/2019,0.036233,0.0012,0.0387,0.0091,-0.0205,-0.026,,,,
01/12/2019,0.027519,0.0014,0.0277,0.0067,0.0191,-0.0227,,,,
01/01/2020,-0.010583,0.0013,-0.0011,-0.0308,-0.0627,0.0543,,,,
01/02/2020,-0.08006,0.0012,-0.0813,0.0102,-0.0392,-0.0023,,,,
01/03/2020,-0.120014,0.0012,-0.1338,-0.0503,-0.1396,0.0854,,,,
01/04/2020,0.035662,0,0.1365,0.0275,-0.0139,-0.0549,,,,
01/05/2020,-0.010863,0.0001,0.0558,0.0249,-0.0505,0.0067,,,,
01/06/2020,-0.040698,0.0001,0.0246,0.0271,-0.0235,-0.0075,,,,
01/07/2020,0.098507,0.0001,0.0577,-0.0218,-0.0139,0.0761,,,,
01/08/2020,0.11555,0.0001,0.0763,-0.0025,-0.0294,0.0051,,,,
01/09/2020,-0.023077,0.0001,-0.0363,0.0006,-0.0251,0.0305,,,,
01/10/2020,-0.05469,0.0001,-0.021,0.0444,0.0403,-0.0303,,,,
01/11/2020,0.136159,0.0001,0.1247,0.0548,0.0211,-0.1225,,,,
01/12/2020,0.012008,0.0001,0.0463,0.0481,-0.0136,-0.0242,,,,
